Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night,Full_Name, AGE AVR,Attendance AVG,AVERAGE STUDY HOUR,AVERAGE SLEEP HOUR
S5706,Maria,Williams,student4706@university.com,Male,19,CS,81.46,53.26,62.56,56.58,62.64,5.25,58.66,78.81,F,9,No,Yes,,Low,5,5,Maria Williams,,,,
S5707,John,Smith,student4707@university.com,Female,23,CS,79.21,62.55,67.43,52.17,67.73,6.63,94.29,80.52,C,21,No,Yes,PhD,Low,6,9,John Smith,,,,
S5708,Maria,Johnson,student4708@university.com,Female,21,Business,81.69,47.93,98.15,,94.73,4.01,78.74,92.35,C,10,No,Yes,High School,Low,1,7,Maria Johnson,,,,
S5709,Emma,Johnson,student4709@university.com,Female,18,CS,85.86,76.46,41.94,77.61,75.38,0.51,55.40,76.27,A,13,No,Yes,Master's,Medium,2,8,Emma Johnson,,,,
S5710,John,Brown,student4710@university.com,Male,24,Engineering,50.95,83.66,60.12,,84.11,2.53,73.19,60.91,F,15,Yes,Yes,None,Medium,1,4,John Brown,,,,
S5711,Ahmed,Smith,student4711@university.com,Female,22,CS,55.25,68.92,69.17,91.58,98.81,1.94,84.95,50.62,D,26,No,Yes,Bachelor's,High,1,4,Ahmed Smith,,,,
S5712,Sara,Davis,student4712@university.com,Female,19,CS,,54.75,40.09,86.78,89.16,9.77,72.55,57.97,F,6,Yes,Yes,Bachelor's,Low,7,6,Sara Davis,,,,
S5713,Ahmed,Jones,student4713@university.com,Male,18,CS,57.74,77.25,93.95,63.82,58.63,7.40,93.54,51.53,F,23,No,Yes,,Medium,3,7,Ahmed Jones,,,,
S5714,Emma,Williams,student4714@university.com,Male,24,CS,,72.35,57.17,87.67,89.42,4.52,71.18,61.85,C,28,No,Yes,,High,1,6,Emma Williams,,,,
S5715,John,Davis,student4715@university.com,Male,24,Business,,50.27,55.46,62.25,87.42,0.63,79.17,81.75,A,7,No,Yes,None,Medium,1,8,John Davis,,,,
S5716,Liam,Jones,student4716@university.com,Female,18,Engineering,,64.34,89.22,83.76,61.63,1.16,60.56,57.57,A,25,No,Yes,High School,Low,7,7,Liam Jones,,,,
S5717,Emma,Johnson,student4717@university.com,Male,21,CS,87.63,66.11,56.68,55.93,66.27,8.13,75.63,54.10,A,8,No,Yes,Bachelor's,Medium,5,6,Emma Johnson,,,,
S5718,Liam,Davis,student4718@university.com,Male,23,Engineering,,98.96,79.46,84.61,85.51,9.45,61.14,98.54,F,29,No,Yes,Bachelor's,Medium,1,4,Liam Davis,,,,
S5719,Sara,Jones,student4719@university.com,Female,22,CS,83.29,90.96,89.29,61.94,61.92,0.31,61.26,99.85,D,25,No,Yes,PhD,High,8,7,Sara Jones,,,,
S5720,Ali,Johnson,student4720@university.com,Male,23,CS,86.77,84.06,87.55,78.62,60.41,9.10,64.00,81.85,A,22,No,Yes,,Low,6,5,Ali Johnson,,,,
S5721,Ali,Johnson,student4721@university.com,Female,24,Engineering,63.59,93.33,86.92,58.62,85.17,3.81,52.21,55.43,B,19,Yes,Yes,None,Medium,5,6,Ali Johnson,,,,
S5722,Emma,Johnson,student4722@university.com,Female,22,CS,99.65,84.13,45.32,86.30,94.03,2.14,58.17,91.08,A,28,No,Yes,None,Medium,6,4,Emma Johnson,,,,
S5723,Maria,Johnson,student4723@university.com,Male,24,Engineering,59.16,94.20,44.79,53.04,53.75,1.02,71.22,76.96,D,8,No,Yes,Bachelor's,Low,8,7,Maria Johnson,,,,
S5724,John,Johnson,student4724@university.com,Female,19,Engineering,60.72,43.27,58.41,58.27,72.30,7.72,56.55,59.10,A,8,Yes,Yes,PhD,Low,9,8,John Johnson,,,,
S5725,John,Brown,student4725@university.com,Male,19,Business,64.45,67.36,42.16,59.21,80.36,4.69,56.67,78.78,C,26,No,Yes,Master's,Low,9,7,John Brown,,,,
S5726,Ali,Davis,student4726@university.com,Male,18,Mathematics,98.77,84.81,70.03,52.07,83.81,8.32,98.40,51.97,B,17,Yes,Yes,Bachelor's,Low,3,8,Ali Davis,,,,
S5727,Omar,Jones,student4727@university.com,Male,22,CS,99.41,75.00,63.69,87.25,99.81,2.26,71.35,98.62,A,26,No,Yes,Master's,Low,1,9,Omar Jones,,,,
S5728,Ahmed,Brown,student4728@university.com,Female,22,CS,89.74,50.51,73.42,99.05,84.13,6.79,70.19,91.30,B,15,Yes,Yes,Bachelor's,Medium,10,7,Ahmed Brown,,,,
S5729,Omar,Brown,student4729@university.com,Male,24,CS,81.45,60.43,57.93,88.92,81.01,1.18,63.39,63.04,B,16,No,No,,Medium,6,5,Omar Brown,,,,
S5730,Sara,Smith,student4730@university.com,Female,23,CS,76.00,59.07,69.15,93.03,99.49,0.90,75.62,70.95,F,13,Yes,Yes,None,High,7,7,Sara Smith,,,,
S5731,Ahmed,Smith,student4731@university.com,Female,19,Business,98.53,55.68,60.08,50.30,53.03,1.33,79.80,69.76,B,29,No,Yes,None,Low,6,5,Ahmed Smith,,,,
S5732,Ahmed,Smith,student4732@university.com,Female,20,Business,84.78,60.59,51.71,,53.72,8.09,70.91,93.07,D,17,No,Yes,Master's,Low,5,6,Ahmed Smith,,,,
S5733,Emma,Williams,student4733@university.com,Male,18,Engineering,97.24,70.89,78.96,77.95,78.03,6.56,69.69,67.73,A,24,Yes,No,,Low,10,6,Emma Williams,,,,
S5734,Ali,Smith,student4734@university.com,Female,22,Engineering,65.83,91.29,80.41,98.89,67.93,1.66,85.02,52.40,D,22,No,Yes,None,High,5,7,Ali Smith,,,,
S5735,Omar,Jones,student4735@university.com,Female,21,CS,,84.52,89.75,83.04,54.83,3.85,97.49,60.73,A,11,Yes,Yes,,High,10,7,Omar Jones,,,,
S5736,Omar,Brown,student4736@university.com,Male,21,Engineering,92.74,90.11,92.49,68.71,65.32,7.64,93.89,60.78,B,28,Yes,Yes,PhD,Low,3,7,Omar Brown,,,,
S5737,Ali,Jones,student4737@university.com,Male,20,Business,57.49,93.02,82.27,57.31,83.72,2.86,55.93,97.46,F,19,Yes,Yes,Master's,Low,4,6,Ali Jones,,,,
S5738,Omar,Davis,student4738@university.com,Female,19,Engineering,97.30,64.97,81.25,57.64,94.03,9.21,82.62,96.20,A,26,Yes,Yes,High School,High,10,5,Omar Davis,,,,
S5739,Liam,Smith,student4739@university.com,Female,19,CS,75.37,60.76,43.40,68.14,54.72,9.15,50.35,65.03,C,26,No,Yes,PhD,Medium,3,7,Liam Smith,,,,
S5740,Ali,Williams,student4740@university.com,Male,19,Engineering,96.32,43.46,46.59,85.69,77.01,5.53,81.65,50.14,A,7,No,Yes,None,Medium,9,8,Ali Williams,,,,
S5741,Emma,Davis,student4741@university.com,Female,23,CS,66.84,95.83,88.75,51.59,64.81,6.32,73.22,75.85,B,21,No,Yes,Bachelor's,Medium,3,8,Emma Davis,,,,
S5742,Maria,Williams,student4742@university.com,Female,24,Engineering,85.80,43.95,53.98,92.61,83.37,6.53,74.56,89.86,A,25,No,Yes,Bachelor's,Medium,5,5,Maria Williams,,,,
S5743,Ahmed,Davis,student4743@university.com,Female,21,Engineering,74.14,84.47,61.33,97.08,77.47,2.58,79.40,63.43,F,28,No,Yes,None,Low,6,9,Ahmed Davis,,,,
S5744,Emma,Brown,student4744@university.com,Female,19,CS,81.34,62.69,48.72,94.44,96.34,3.65,87.13,71.95,C,18,No,Yes,High School,Low,8,6,Emma Brown,,,,
S5745,John,Jones,student4745@university.com,Male,21,Business,75.22,96.93,51.71,,51.88,1.36,86.47,58.64,F,24,Yes,Yes,Master's,Low,10,7,John Jones,,,,
S5746,Sara,Johnson,student4746@university.com,Female,20,Business,98.36,65.18,86.53,50.77,73.50,9.25,52.22,66.37,A,29,Yes,Yes,None,Medium,6,4,Sara Johnson,,,,
S5747,Maria,Jones,student4747@university.com,Male,18,CS,84.61,89.00,55.71,98.89,59.64,7.24,86.82,87.94,D,26,No,Yes,Bachelor's,High,6,9,Maria Jones,,,,
S5748,John,Smith,student4748@university.com,Female,24,Mathematics,62.57,56.96,66.94,,76.84,0.46,91.49,71.41,D,26,Yes,Yes,,Low,6,7,John Smith,,,,
S5749,Ahmed,Johnson,student4749@university.com,Male,23,Engineering,95.48,57.95,49.10,93.46,92.68,5.49,53.41,72.36,A,15,No,Yes,High School,High,1,5,Ahmed Johnson,,,,
S5750,Omar,Williams,student4750@university.com,Female,22,Business,64.70,75.73,80.68,59.34,95.57,3.43,66.15,89.48,D,7,Yes,Yes,,Medium,10,7,Omar Williams,,,,
S5751,Ali,Brown,student4751@university.com,Male,20,Business,68.58,99.88,83.70,72.33,69.91,8.15,89.60,88.15,A,29,No,Yes,Bachelor's,Low,6,6,Ali Brown,,,,
S5752,Ahmed,Brown,student4752@university.com,Female,24,Engineering,55.11,71.05,61.70,52.21,90.59,3.44,74.66,59.36,F,22,No,Yes,,Medium,1,5,Ahmed Brown,,,,
S5753,Emma,Williams,student4753@university.com,Male,21,Business,95.00,96.18,87.08,52.00,64.03,6.44,84.74,70.76,B,9,No,Yes,None,Low,2,6,Emma Williams,,,,
S5754,Sara,Smith,student4754@university.com,Female,20,CS,64.31,87.17,54.39,97.16,50.32,1.66,75.12,92.44,A,29,Yes,Yes,High School,Low,8,7,Sara Smith,,,,
S5755,Emma,Williams,student4755@university.com,Female,22,CS,62.95,87.75,81.51,90.53,92.76,5.59,98.91,72.84,C,23,Yes,Yes,High School,Low,8,5,Emma Williams,,,,
S5756,Maria,Davis,student4756@university.com,Male,24,Engineering,96.01,66.16,83.80,76.49,55.97,2.94,96.81,83.09,B,7,No,Yes,Master's,Low,2,8,Maria Davis,,,,
S5757,Maria,Smith,student4757@university.com,Male,23,Business,90.28,63.19,98.12,76.27,50.88,1.65,64.06,65.30,B,9,No,Yes,Bachelor's,Medium,3,7,Maria Smith,,,,
S5758,Sara,Johnson,student4758@university.com,Male,18,Business,57.05,51.52,53.94,87.44,67.69,6.19,69.29,52.98,F,27,No,Yes,Bachelor's,High,6,4,Sara Johnson,,,,
S5759,Liam,Williams,student4759@university.com,Male,22,Engineering,88.47,97.84,45.62,67.08,68.97,6.39,71.57,58.24,A,29,Yes,Yes,High School,Medium,4,7,Liam Williams,,,,
S5760,John,Smith,student4760@university.com,Male,24,Engineering,,97.56,55.78,88.09,53.86,9.83,55.21,70.09,F,14,Yes,Yes,,Medium,9,6,John Smith,,,,
S5761,John,Johnson,student4761@university.com,Female,23,CS,53.93,84.82,47.37,74.25,90.71,6.69,70.20,67.67,C,15,No,Yes,High School,Medium,7,7,John Johnson,,,,
S5762,Maria,Williams,student4762@university.com,Male,21,Mathematics,91.26,57.78,50.18,81.90,70.28,5.16,88.74,94.78,A,15,No,Yes,None,Medium,10,9,Maria Williams,,,,
S5763,Maria,Brown,student4763@university.com,Male,22,CS,77.37,54.71,60.05,98.24,74.50,9.13,92.34,77.28,F,26,Yes,Yes,Master's,Low,9,5,Maria Brown,,,,
S5764,Omar,Williams,student4764@university.com,Female,20,Business,83.46,99.32,64.84,73.57,63.23,8.28,94.31,81.36,C,16,Yes,Yes,Bachelor's,Low,7,7,Omar Williams,,,,
S5765,Ali,Jones,student4765@university.com,Male,19,Engineering,74.64,43.99,94.22,,75.58,5.49,50.73,84.43,D,14,Yes,Yes,Bachelor's,Medium,6,5,Ali Jones,,,,
S5766,Omar,Williams,student4766@university.com,Male,20,Engineering,84.89,90.61,51.74,95.29,88.34,5.11,89.44,76.58,D,21,Yes,Yes,Bachelor's,Medium,4,4,Omar Williams,,,,
S5767,Omar,Jones,student4767@university.com,Male,21,CS,51.70,61.33,98.31,95.13,95.31,9.42,75.13,88.48,D,17,No,Yes,Bachelor's,High,8,9,Omar Jones,,,,
S5768,Liam,Johnson,student4768@university.com,Female,24,Mathematics,88.14,65.13,88.61,99.62,98.53,6.17,60.31,89.16,A,18,No,Yes,Master's,Low,6,8,Liam Johnson,,,,
S5769,John,Williams,student4769@university.com,Male,18,Engineering,51.67,89.92,92.89,77.54,71.34,7.14,74.94,67.57,D,15,Yes,Yes,High School,Medium,10,7,John Williams,,,,
S5770,Liam,Johnson,student4770@university.com,Female,22,Mathematics,,45.44,95.77,67.21,99.50,0.87,92.21,54.24,D,17,No,Yes,Bachelor's,Low,5,5,Liam Johnson,,,,
S5771,Liam,Johnson,student4771@university.com,Female,24,CS,57.55,61.25,85.19,,64.75,7.18,71.71,99.32,F,6,Yes,Yes,PhD,High,6,5,Liam Johnson,,,,
S5772,Sara,Smith,student4772@university.com,Male,18,Engineering,91.18,97.12,87.33,51.70,50.35,2.65,99.52,82.13,A,28,No,Yes,None,Medium,6,7,Sara Smith,,,,
S5773,John,Johnson,student4773@university.com,Female,21,Business,65.68,81.94,66.27,86.34,88.38,1.16,80.83,85.45,F,6,No,Yes,None,Medium,2,7,John Johnson,,,,
S5774,Ali,Johnson,student4774@university.com,Male,22,Business,72.70,85.30,70.63,61.67,58.92,8.50,74.49,87.83,A,24,Yes,Yes,,Medium,3,8,Ali Johnson,,,,
S5775,Emma,Williams,student4775@university.com,Male,23,Mathematics,71.44,85.45,95.95,80.33,52.62,6.91,64.74,80.65,C,13,No,Yes,None,Medium,10,8,Emma Williams,,,,
S5776,Maria,Williams,student4776@university.com,Male,23,CS,88.63,43.63,62.70,95.83,96.20,4.08,50.55,73.55,B,8,No,Yes,None,Low,9,5,Maria Williams,,,,
S5777,Maria,Brown,student4777@university.com,Male,24,CS,74.06,52.19,42.52,97.51,89.59,4.31,80.53,99.23,B,20,No,Yes,Master's,Medium,8,6,Maria Brown,,,,
S5778,Ali,Smith,student4778@university.com,Male,20,Engineering,89.45,69.48,85.77,50.22,55.13,1.97,78.87,86.38,A,23,Yes,Yes,None,Medium,8,4,Ali Smith,,,,
S5779,Liam,Johnson,student4779@university.com,Female,24,CS,53.68,62.09,74.39,65.85,88.85,0.10,75.84,92.29,F,21,No,Yes,Master's,Low,1,4,Liam Johnson,,,,
S5780,Omar,Smith,student4780@university.com,Female,20,Mathematics,,64.65,88.89,91.87,92.20,3.49,76.89,71.98,B,19,No,Yes,,High,9,6,Omar Smith,,,,
S5781,Sara,Jones,student4781@university.com,Female,21,CS,77.58,86.89,44.53,76.82,95.27,1.48,92.18,95.24,F,18,No,Yes,Master's,Low,4,5,Sara Jones,,,,
S5782,Liam,Johnson,student4782@university.com,Female,23,Engineering,97.35,40.88,77.27,90.38,77.18,4.22,65.84,86.61,A,19,Yes,Yes,None,Low,2,7,Liam Johnson,,,,
S5783,Maria,Smith,student4783@university.com,Male,22,CS,53.74,79.63,54.86,92.67,85.17,8.34,77.51,87.31,C,27,No,Yes,PhD,Low,7,8,Maria Smith,,,,
S5784,Ahmed,Brown,student4784@university.com,Male,23,Engineering,52.15,40.01,94.20,72.13,88.11,1.15,84.00,54.35,D,7,Yes,Yes,High School,High,6,8,Ahmed Brown,,,,
S5785,Omar,Brown,student4785@university.com,Female,20,CS,57.83,43.78,46.59,,84.43,0.92,60.49,80.87,F,9,Yes,Yes,Master's,Low,9,8,Omar Brown,,,,
S5786,Maria,Johnson,student4786@university.com,Male,24,CS,82.06,64.50,90.58,72.77,82.34,9.02,96.24,66.76,A,25,Yes,Yes,PhD,High,2,7,Maria Johnson,,,,
S5787,Ahmed,Jones,student4787@university.com,Female,21,CS,69.95,90.46,45.31,82.64,77.38,7.45,86.86,83.45,B,13,No,Yes,High School,Medium,6,8,Ahmed Jones,,,,
S5788,Liam,Brown,student4788@university.com,Female,23,CS,91.28,48.70,41.51,68.36,73.96,0.53,52.66,78.41,A,24,No,No,High School,Low,8,5,Liam Brown,,,,
S5789,Ali,Brown,student4789@university.com,Female,21,Mathematics,53.60,73.28,54.10,88.75,99.81,0.80,93.26,55.56,C,14,No,Yes,PhD,Medium,6,7,Ali Brown,,,,
S5790,Ali,Jones,student4790@university.com,Female,23,CS,59.82,80.71,59.98,95.20,66.88,6.85,96.49,76.50,F,28,Yes,Yes,Bachelor's,High,8,7,Ali Jones,,,,
S5791,Omar,Smith,student4791@university.com,Male,24,Engineering,65.00,53.77,77.59,64.12,54.41,3.70,89.68,72.56,F,12,No,Yes,Bachelor's,Medium,2,7,Omar Smith,,,,
S5792,Maria,Brown,student4792@university.com,Male,18,Mathematics,81.34,70.74,47.90,98.25,88.25,7.24,71.31,88.82,D,16,Yes,Yes,Master's,Low,9,8,Maria Brown,,,,
S5793,John,Williams,student4793@university.com,Female,24,Business,84.26,94.68,66.24,81.14,60.69,4.04,99.72,75.13,F,9,No,No,,Low,6,9,John Williams,,,,
S5794,Ahmed,Davis,student4794@university.com,Female,23,Mathematics,56.21,70.73,52.26,93.91,76.63,9.68,56.22,74.06,D,22,No,Yes,Master's,Low,7,8,Ahmed Davis,,,,
S5795,Sara,Davis,student4795@university.com,Female,20,Mathematics,97.19,49.44,91.32,55.20,54.79,6.94,76.83,85.97,A,15,No,Yes,PhD,Low,2,9,Sara Davis,,,,
S5796,Maria,Brown,student4796@university.com,Female,24,Engineering,67.05,77.67,42.70,62.57,80.96,0.47,58.52,83.43,B,29,No,Yes,Bachelor's,Low,10,7,Maria Brown,,,,
S5797,Sara,Smith,student4797@university.com,Female,22,Engineering,85.66,75.53,61.36,66.05,97.20,3.31,71.97,99.59,A,5,No,Yes,Bachelor's,Medium,8,5,Sara Smith,,,,
S5798,Maria,Smith,student4798@university.com,Male,20,CS,76.21,41.62,77.88,65.14,86.14,5.64,96.37,67.60,F,15,No,Yes,None,Low,9,7,Maria Smith,,,,
S5799,John,Johnson,student4799@university.com,Female,20,Engineering,61.14,45.44,94.79,58.59,60.73,1.42,89.71,84.42,C,6,Yes,No,,Medium,3,9,John Johnson,,,,
S5800,John,Williams,student4800@university.com,Female,20,Business,92.31,49.41,92.08,93.41,98.56,0.03,89.10,58.36,A,13,No,Yes,,Low,4,8,John Williams,,,,
S5801,Omar,Smith,student4801@university.com,Male,21,Engineering,90.91,48.18,93.71,70.93,65.35,0.79,67.69,90.23,A,15,No,Yes,None,High,6,9,Omar Smith,,,,
S5802,Omar,Jones,student4802@university.com,Male,19,Business,69.80,55.57,43.77,98.16,71.83,5.24,96.71,89.31,A,12,Yes,Yes,PhD,Medium,3,4,Omar Jones,,,,
S5803,John,Williams,student4803@university.com,Male,19,Business,79.43,67.25,90.46,79.17,74.91,6.32,68.41,86.29,F,11,No,Yes,Master's,High,10,5,John Williams,,,,
S5804,Emma,Davis,student4804@university.com,Male,18,CS,62.89,62.30,86.79,56.92,99.54,0.93,52.00,55.95,A,12,No,Yes,Master's,Medium,7,5,Emma Davis,,,,
S5805,John,Williams,student4805@university.com,Male,20,Business,84.49,93.44,94.15,,53.44,6.65,81.89,99.38,F,12,Yes,Yes,None,Low,8,6,John Williams,,,,
S5806,Ali,Jones,student4806@university.com,Male,19,Engineering,65.45,76.73,58.69,99.68,84.84,6.17,68.13,97.13,F,12,No,Yes,None,High,5,4,Ali Jones,,,,
S5807,Ali,Brown,student4807@university.com,Male,18,CS,92.20,92.57,94.71,78.26,68.10,9.40,57.69,68.50,A,26,No,No,Master's,Medium,5,9,Ali Brown,,,,
S5808,Emma,Jones,student4808@university.com,Male,21,Business,60.87,71.62,64.16,50.09,53.92,8.41,96.73,78.87,D,6,No,Yes,High School,Low,3,8,Emma Jones,,,,
S5809,Liam,Jones,student4809@university.com,Male,20,Engineering,50.74,45.39,78.05,96.65,96.75,9.43,81.86,94.44,C,30,Yes,Yes,,Medium,4,4,Liam Jones,,,,
S5810,Ahmed,Brown,student4810@university.com,Female,22,Business,63.43,67.80,65.45,,79.49,9.66,97.03,74.73,D,12,No,Yes,High School,Low,3,5,Ahmed Brown,,,,
S5811,Liam,Brown,student4811@university.com,Male,21,Engineering,59.55,89.32,65.66,84.43,87.68,4.41,79.15,79.96,F,6,No,Yes,PhD,Low,8,7,Liam Brown,,,,
S5812,Sara,Brown,student4812@university.com,Female,18,CS,75.41,51.65,72.80,75.75,62.02,4.88,53.19,80.16,C,9,No,Yes,PhD,High,3,9,Sara Brown,,,,
S5813,Liam,Brown,student4813@university.com,Female,21,Business,60.19,45.47,61.36,66.27,88.08,2.82,51.50,82.46,A,29,No,Yes,Bachelor's,High,2,4,Liam Brown,,,,
S5814,Maria,Brown,student4814@university.com,Female,22,Engineering,88.16,59.77,87.56,64.13,91.42,5.08,95.03,78.78,A,30,No,Yes,Bachelor's,Low,6,6,Maria Brown,,,,
S5815,Liam,Jones,student4815@university.com,Female,21,CS,62.07,63.33,78.02,96.44,71.54,1.51,51.94,70.30,C,11,No,No,High School,Medium,8,5,Liam Jones,,,,
S5816,Maria,Johnson,student4816@university.com,Female,18,CS,85.35,58.38,81.39,95.60,78.60,6.71,80.76,76.97,A,11,No,Yes,Master's,Medium,10,5,Maria Johnson,,,,
S5817,Emma,Johnson,student4817@university.com,Female,22,Business,78.92,48.11,53.86,75.66,98.59,0.25,64.90,93.57,C,26,No,Yes,,Medium,8,8,Emma Johnson,,,,
S5818,Ali,Smith,student4818@university.com,Female,22,CS,99.31,55.05,98.17,62.92,92.34,2.36,84.38,93.21,B,28,No,No,,Medium,6,8,Ali Smith,,,,
S5819,Omar,Johnson,student4819@university.com,Female,21,Business,100.00,80.94,79.61,55.12,72.24,2.08,64.24,88.63,A,21,No,Yes,High School,Medium,6,9,Omar Johnson,,,,
S5820,Maria,Davis,student4820@university.com,Male,22,CS,93.48,63.16,51.83,57.83,83.23,9.38,51.86,70.71,A,28,Yes,Yes,Master's,Medium,6,7,Maria Davis,,,,
S5821,Ali,Johnson,student4821@university.com,Female,24,Engineering,88.00,77.95,85.03,76.11,89.21,1.45,86.54,89.30,A,29,No,Yes,,Low,5,4,Ali Johnson,,,,
S5822,Ahmed,Jones,student4822@university.com,Female,21,Mathematics,69.32,72.18,50.42,65.39,51.22,8.91,65.55,69.39,A,24,No,No,PhD,Medium,4,6,Ahmed Jones,,,,
S5823,Sara,Brown,student4823@university.com,Female,20,CS,87.66,72.94,43.80,52.10,79.42,1.24,77.54,83.20,A,14,No,Yes,,Medium,2,6,Sara Brown,,,,
S5824,Ahmed,Brown,student4824@university.com,Female,22,Engineering,97.83,54.91,71.65,72.76,99.23,6.51,88.69,78.37,B,9,No,Yes,None,Low,5,5,Ahmed Brown,,,,
S5825,Emma,Jones,student4825@university.com,Male,21,Business,,71.29,73.21,87.31,97.36,3.20,85.14,65.00,B,18,Yes,Yes,,Low,2,7,Emma Jones,,,,
S5826,Liam,Davis,student4826@university.com,Female,20,Business,76.90,41.42,51.34,94.58,91.62,3.16,67.43,72.64,C,12,Yes,Yes,Bachelor's,Medium,9,5,Liam Davis,,,,
S5827,Liam,Johnson,student4827@university.com,Male,22,Engineering,60.90,65.90,60.90,79.26,55.31,9.98,87.39,91.52,C,8,Yes,Yes,Bachelor's,Low,4,9,Liam Johnson,,,,
S5828,John,Jones,student4828@university.com,Male,20,Engineering,,74.36,96.75,86.16,99.70,2.26,96.28,95.64,C,15,Yes,No,Master's,High,1,5,John Jones,,,,
S5829,John,Smith,student4829@university.com,Female,23,Business,73.32,50.92,57.10,,80.48,2.03,80.50,60.26,C,17,No,Yes,Bachelor's,Low,10,6,John Smith,,,,
S5830,John,Brown,student4830@university.com,Female,22,Business,78.79,55.39,49.33,74.81,61.15,5.89,85.18,72.81,A,22,No,Yes,Bachelor's,Medium,1,5,John Brown,,,,
S5831,Ahmed,Williams,student4831@university.com,Male,23,Business,77.55,53.17,99.55,86.48,83.71,7.41,93.30,71.68,F,11,Yes,Yes,,High,10,6,Ahmed Williams,,,,
S5832,Maria,Smith,student4832@university.com,Female,18,CS,98.01,44.23,58.14,86.38,92.83,9.83,92.18,74.45,A,27,No,Yes,Bachelor's,High,5,6,Maria Smith,,,,
S5833,Sara,Davis,student4833@university.com,Female,18,Mathematics,77.61,60.87,80.82,71.23,55.62,7.01,67.58,98.83,B,10,No,No,Master's,Medium,8,7,Sara Davis,,,,
S5834,John,Smith,student4834@university.com,Male,21,Engineering,92.31,98.74,53.89,77.18,95.82,5.62,99.59,75.94,B,30,Yes,Yes,Master's,Low,7,6,John Smith,,,,
S5835,Emma,Jones,student4835@university.com,Male,19,CS,65.99,61.23,73.01,,96.01,4.09,51.43,91.50,B,19,No,Yes,PhD,Medium,7,8,Emma Jones,,,,
S5836,Emma,Johnson,student4836@university.com,Female,23,CS,71.91,67.63,63.18,81.60,50.67,5.95,99.34,83.20,B,9,No,No,High School,Low,5,7,Emma Johnson,,,,
S5837,John,Brown,student4837@university.com,Female,23,CS,73.52,79.19,97.69,82.13,95.02,6.01,62.30,55.36,C,26,Yes,Yes,High School,Low,9,9,John Brown,,,,
S5838,Liam,Davis,student4838@university.com,Female,18,CS,,78.91,65.97,89.23,97.34,2.18,72.02,84.78,B,11,No,Yes,High School,High,5,5,Liam Davis,,,,
S5839,John,Davis,student4839@university.com,Male,23,CS,68.99,96.99,75.05,55.76,51.88,6.71,94.18,82.35,B,10,Yes,Yes,Master's,Low,1,5,John Davis,,,,
S5840,Sara,Williams,student4840@university.com,Female,19,CS,79.93,91.45,96.69,76.14,64.71,2.04,62.22,87.92,D,8,No,Yes,Bachelor's,Medium,5,8,Sara Williams,,,,
S5841,John,Smith,student4841@university.com,Male,20,Engineering,79.01,87.64,99.35,97.97,68.66,4.90,61.24,53.72,B,19,No,Yes,High School,Medium,3,7,John Smith,,,,
S5842,Sara,Williams,student4842@university.com,Male,20,CS,81.82,97.10,46.10,,67.44,2.60,82.16,62.07,F,27,Yes,Yes,Bachelor's,Low,3,6,Sara Williams,,,,
S5843,Emma,Johnson,student4843@university.com,Female,19,CS,67.59,53.85,90.06,64.75,87.95,3.13,85.27,88.46,B,27,No,Yes,Bachelor's,High,5,6,Emma Johnson,,,,
S5844,John,Johnson,student4844@university.com,Male,23,CS,65.79,77.02,62.93,80.06,67.91,6.14,50.37,68.53,F,25,No,Yes,PhD,Low,1,7,John Johnson,,,,
S5845,Ahmed,Williams,student4845@university.com,Female,23,CS,80.58,93.23,75.69,61.06,97.83,0.64,72.52,95.54,B,20,No,Yes,High School,Low,8,4,Ahmed Williams,,,,
S5846,Omar,Brown,student4846@university.com,Female,23,CS,56.64,77.45,62.50,77.80,99.75,0.12,74.46,75.88,D,18,No,Yes,Master's,Low,9,8,Omar Brown,,,,
S5847,Ahmed,Johnson,student4847@university.com,Male,24,Engineering,62.65,98.65,64.07,57.78,65.84,1.31,63.59,50.05,B,14,Yes,No,Master's,Medium,10,6,Ahmed Johnson,,,,
S5848,Emma,Williams,student4848@university.com,Female,21,Mathematics,,46.02,49.53,78.99,75.44,1.69,77.31,84.94,B,6,Yes,Yes,PhD,Medium,4,6,Emma Williams,,,,
S5849,Sara,Smith,student4849@university.com,Male,22,Business,,66.36,74.37,80.12,77.89,1.98,57.73,75.67,D,26,No,Yes,High School,High,1,8,Sara Smith,,,,
S5850,Ahmed,Williams,student4850@university.com,Male,19,Business,62.17,98.64,72.80,70.92,78.97,7.74,66.18,65.85,D,30,No,Yes,,Medium,2,7,Ahmed Williams,,,,
S5851,Sara,Williams,student4851@university.com,Female,19,CS,50.98,62.77,51.36,69.14,68.71,4.47,85.66,51.02,F,28,No,Yes,,Medium,7,8,Sara Williams,,,,
S5852,Ahmed,Jones,student4852@university.com,Female,24,CS,62.27,84.37,72.50,62.27,58.30,4.70,93.69,59.94,D,28,No,Yes,Master's,Low,1,9,Ahmed Jones,,,,
S5853,Ahmed,Johnson,student4853@university.com,Female,19,CS,82.75,41.82,98.39,66.55,52.73,6.44,79.47,58.08,A,13,Yes,Yes,Master's,Medium,3,9,Ahmed Johnson,,,,
